title,slug,description,externalUrl,videoUrl,slidesUrl,keyAssetUrl,transcriptUrl,hub,format,type,tags,boards,status,durationMinutes,views,shares,createdAt
Sidekick for Zendesk Play,sidekick-for-zendesk-play,"This play is designed to help you in selling Sidekick as a standalone AI product to businesses currently using Zendesk who want to elevate their CX with personalized, end-to-end automation without ...",https://docs.google.com/document/d/1wPX5JDe_2awuql2zK5aPJnYcDQ-rAqTHWTslUzvs03Y/edit?tab=t.2f7vl8kjvusu,,,,,enablement,document,gtm-training,gladly|gladly-sidekick|sales,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Sidekick For Zendesk Sequence,sidekick-zendesk-sequence,Outbound sequence template for Sidekick for Zendesk prospects.,https://web.outreach.io/sequences/2171,,,,,content,document,messaging,gladly|outreach|sequence|sidekick-standalone|zendesk,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Lite Calculator,sidekick-lite-calculator,"This document serves as a comprehensive guide for calculating, projecting, and reporting the business value and ROI of the ""Sidekick"" product.",https://docs.google.com/spreadsheets/d/1PMTbK4qKdIdlFFezp2lT9KQQNI7XQTM0taun7ySAXFk/edit?gid=668504392#gid=668504392,,,,,enablement,tool,value-realization,bva|csm|customer-success|gladly|gladly-sidekick|insights|insights-dashboards|roi,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Sidekick ROI Calculator,sidekick-roi-calculator,This top-down model looks at current and/or future value of Sidekick by quantifying the impact of assists and resolutions.,https://docs.google.com/spreadsheets/d/1PMTbK4qKdIdlFFezp2lT9KQQNI7XQTM0taun7ySAXFk/edit,,,,,enablement,tool,value-realization,csm|customer-success|gladly|gladly-sidekick|insights|insights-dashboards|sales,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Sidekick Sales Command of the Message,sidekick-sales-command-message,Sidekick Sales Command of the Message Guide for revenue growth without ad spend.,https://drive.google.com/file/d/1e_fqoiDMMvxUxfXxid2DSbmZwMBomHae/view,,,,,content,pdf,messaging,command-message|gladly|methodology|revenue|sales|sidekick-sales,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Sales Differentiation Battle Card,sidekick-differentiation-battlecard,Differentiation Battle Card outlining competitive advantages of Gladly Sidekick offerings.,https://drive.google.com/file/d/1LbVIO3dhY61GxT2_08CQx_5tbl-Q5SmX/view,,,,,content,pdf,battlecard,differentiation|gladly|positioning|sidekick|value-prop,content,published,,0,0,2025-12-28T09:00:03.135Z
Sidekick Sales Launch Enablement,sidekick-sales-launch-enablement,"This folder contains the complete sales enablement and launch materials for ""Sidekick Sales,"" an AI-powered shopping assistant that transforms customer conversations into revenue.",https://drive.google.com/file/d/1Eh6k62DgAvcVmlaKwvg3_NlDJT7yJjU5/view?usp=drive_link,https://drive.google.com/file/d/1Eh6k62DgAvcVmlaKwvg3_NlDJT7yJjU5/view?usp=drive_link,https://docs.google.com/presentation/d/1YHtc1aZlIAj6Hi0_JMiD8_QamkvTF8L2uYVXmP9Mtp8/edit?usp=drive_link,https://drive.google.com/drive/folders/13Py0_Jo_W0hPjBmuvoSvASzoGAuY76JB,,content,live-replay,deck,gladly|sales,content,published,,0,0,2025-12-28T08:08:11.988Z
Sidekick Sales Market Analysis,sidekick-sales-market-analysis,Market research report on retail ecommerce AI product recommendation market.,https://drive.google.com/file/d/1v_igXahYX3M-1WvqIywWBDMVDud9TxBv/view,,,,,content,pdf,guide,ecommerce|gladly|market-analysis|research|retail|sales|sidekick-sales,content,published,,0,0,2025-12-28T09:00:03.914Z
Sidekick Sales Messaging Brief,sidekick-sales-messaging-brief,Sidekick Sales messaging Brief for transforming conversations into revenue.,https://drive.google.com/file/d/1U-DqVT-D9RQo9ClS1sV8_oafCkHOGidn/view,,,,,content,pdf,messaging,ecommerce|gladly|revenue|sales|sidekick-sales|value-prop,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Sales One Pager,sidekick-sales-one-pager,One-pager for Sidekick Sales Customer AI solution for smarter selling.,https://drive.google.com/file/d/1AHjfTM6Lw9BoRX7tcCs6IVgXWBL7UdbL/view,,,,,content,pdf,one-pager,ecommerce|gladly|ps|revenue|sales|sidekick-sales|upsell,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Sales One Pager Revenue,sidekick-sales-one-pager-revenue,One-pager for Sidekick Sales turning conversations into revenue across touchpoints.,https://drive.google.com/file/d/1AHjfTM6Lw9BoRX7tcCs6IVgXWBL7UdbL/view,,,,,content,pdf,one-pager,gladly|journeys|omnichannel|revenue|sales|sidekick-sales,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Sales Video,sidekick-sales-video,Video showing Sidekick Sales solution for retail revenue growth with customer AI.,https://gladly.wistia.com/medias/85i16s6k7a,,,,,content,video,deck,ai|ecommerce|gladly|retail|revenue|sales|sidekick-sales|video,content,published,,0,0,2025-12-28T09:00:03.914Z
Sidekick Sales Video Budgets,sidekick-sales-video-budgets,Video on Sidekick Sales addressing tight retail budgets with customer AI.,https://gladly.wistia.com/medias/85i16s6k7a,,,,,content,video,deck,budget|gladly|retail|revenue|roi|sales|sidekick-sales|video,content,published,,0,0,2025-12-28T09:00:03.914Z
Sidekick Sales Video Retail,sidekick-sales-video-retail,Video on Sidekick Sales for retail cost challenges with customer AI solution.,https://gladly.wistia.com/medias/85i16s6k7a,,,,,content,video,deck,ai|cost-savings|gladly|retail|sales|sidekick-sales|video,content,published,,0,0,2025-12-28T09:00:03.914Z
Sidekick Standalone + Sidekick Sales,sidekick-standalone-sidekick-sales,"The folder contains foundational enablement documents, including a presentation and notes, from the May 2, 2025 session on the new Sidekick for Zendesk (Standalone) and Sidekick Sales products, det...",https://drive.google.com/file/d/1_hfLbRUHGX4gC4_jVD6xGtTjvQsdOtew/view?usp=drive_link,https://drive.google.com/file/d/1_hfLbRUHGX4gC4_jVD6xGtTjvQsdOtew/view?usp=drive_link,https://docs.google.com/presentation/d/15fpA_czMaAo2ups-1qVy7W0LnrP9H42bOpWjPehTHTQ/edit?usp=drive_link,https://drive.google.com/drive/folders/1MGcyQeRUqXHwbwvN8o0pRDf2x3haT4ww,,content,live-replay,deck,gladly|sales|value-realization,content,published,,0,0,2025-12-28T08:08:11.988Z
Sidekick Standalone Land Grab,sidekick-standalone-land-grab,"The ""EH 8/28/25: Sidekick Standalone Land Grab"" folder contains a video recording, a presentation, and meeting notes from an Enablement Hour session on August 28, 2025.",https://drive.google.com/file/d/1RrYlwS5-ZAF2m9tyUWVtsMHwA9FDamJI/view?usp=drive_link,https://drive.google.com/file/d/1RrYlwS5-ZAF2m9tyUWVtsMHwA9FDamJI/view?usp=drive_link,https://docs.google.com/presentation/d/1Ctru88ANHQcZAaikZWBLoMWmEfKOhpyWX5wpwdABe7M/edit?usp=drive_link,https://drive.google.com/drive/folders/1iHvQKRgV62igGJOs78hiLFqWeJ7pQADb?usp=drive_link,,enablement,live-replay,gtm-training,gladly|gtm-strategy|sales,enablement,published,,0,0,2025-12-28T08:08:11.988Z
Sidekick Standalone Play,sidekick-standalone-play,"These documents comprise a suite of sales enablement materials, presentations, and detailed implementation blueprints for Gladly’s Sidekick AI solution, focusing on its use as a standalone product ...",https://docs.google.com/document/d/1wPX5JDe_2awuql2zK5aPJnYcDQ-rAqTHWTslUzvs03Y/edit?tab=t.2f7vl8kjvusu,,,,,enablement,document,gtm-training,gladly|gladly-sidekick|impl|implementation|sales,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Sidekick Standalone Tactical Enablement,sidekick-standalone-tactical-enablement,"The ""EH: 5/9/25 Sidekick Standalone Qualification, Discovery, Objection Handling"" folder contains comprehensive enablement materials for the launch of the new Sidekick Standalone product, including...",https://drive.google.com/file/d/1D8BWJOVoSDC3ULK-gqXpouHPeN5q0AYi/view?usp=drive_link,https://drive.google.com/file/d/1D8BWJOVoSDC3ULK-gqXpouHPeN5q0AYi/view?usp=drive_link,https://docs.google.com/presentation/d/1VFuGWxVBvCQi3zoS4jXFMAP__4X8H0h7xfWibJE63pU/edit?usp=drive_link,https://drive.google.com/drive/folders/1t5F7F5nUg9aEewVTgKXoynn7IC3goro2,,content,live-replay,deck,gladly|impl|implementation|playbook|sales|solutions-consultant|value-realization,content,published,,0,0,2025-12-28T08:08:11.988Z
Sidekick Standalone Video,sidekick-standalone-video,Video on AI improving CX contrasting traditional solutions that sacrifice experience.,https://gladly.wistia.com/medias/mwar81dg26,,,,,content,video,deck,ai|cx|efficiency|gladly|personalization|sidekick-standalone|video,content,published,,0,0,2025-12-28T09:00:03.914Z
Sidekick Standalone Video CX,sidekick-standalone-video-cx,Video on AI improving customer experience beyond cost-cutting AI solutions.,https://gladly.wistia.com/medias/mwar81dg26,,,,,content,video,deck,ai|cx|efficiency|experience|gladly|sidekick-standalone|video,content,published,,0,0,2025-12-28T09:00:03.914Z
Sidekick Voice Email Template,sidekick-voice-email-template,Internal expansion process for Sidekick Voice with customer-facing slides and email templates.,https://docs.google.com/document/d/1vrzb4BL99Bdvv2T4B2v-A0APx7AC7JC4IAC0i0MlR3k/edit,,,,,content,document,messaging,email-template|expansion|gladly|sidekick-voice|top-20|voice,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Voice One Pager,sidekick-voice-one-pager,Product one-pager for Sidekick Voice AI-powered instant personalized voice experience.,https://drive.google.com/file/d/1wxAKviS7giWFTpBeAyQBpafinG9gjk-n/view,,,,,content,pdf,one-pager,ai-voice|gladly|ivr|personalization|sidekick-voice|voice,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Voice One Pager Generative,sidekick-voice-one-pager-generative,Product one-pager for Sidekick Voice leveraging generative AI for frictionless support.,https://drive.google.com/file/d/1wxAKviS7giWFTpBeAyQBpafinG9gjk-n/view,,,,,content,pdf,one-pager,generative-ai|gladly|sidekick-voice|support|voice,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Voice PAYG Pricing calculator,sidekick-voice-payg-pricing-calculator,"Estimate potential three-year Sidekick Voice telephony & consumption costs. Ensure you validate inputs (volume, handle time, telephony, Sidekick call duration) with SMEs, should you have questions.",https://docs.google.com/spreadsheets/d/1MYtm9riUTgLX3jNXbGFcbFuzXnPppF7zN79xEZM58UU/edit?gid=0#gid=0,,,,,enablement,tool,value-realization,csm|customer-success|gladly|gladly-sidekick|sales|voice,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Sidekick Voice Positioning Pricing,sidekick-voice-positioning-pricing,Sidekick Voice positioning framework and pricing structure overview.,https://docs.google.com/document/d/1JOiR2HIDwXNUMvDK46nUV7wtX-ccRtdzgLwVTdAgiU4/edit,,,,,content,document,messaging,expansion|gladly|positioning|pricing|sidekick-voice|voice,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Voice PR,sidekick-voice-pr,Press release and media materials for Sidekick Voice launch.,https://finance.yahoo.com/news/gladly-launches-industrys-only-ai-150000369.html,,,,,content,article,press,ai-voice|gladly|launch|press|product-launch|sidekick-voice|voice,content,published,,0,0,2025-12-28T09:00:03.135Z
Sidekick Voice Top 20 Selling Kit,sidekick-voice-top-20-kit,Comprehensive Top 20 Selling Kit for Sidekick Voice with resources for Account Managers.,https://docs.google.com/document/d/1JOiR2HIDwXNUMvDK46nUV7wtX-ccRtdzgLwVTdAgiU4/edit,,,,,content,document,guide,account-management|expansion|gladly|selling-kit|sidekick-voice|voice,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Voice Video,sidekick-voice-video,Video addressing customer frustration with wait times and transfers on voice.,https://gladly.wistia.com/medias/62ev998jm3,,,,,content,video,deck,ai|gladly|sidekick-voice|support|video|voice|wait-times,content,published,,0,0,2025-12-28T09:00:03.914Z
Sidekick Voice vs The Rest,sidekick-voice-vs-rest,Video comparing Sidekick Voice customer interaction to traditional support.,https://gladly.wistia.com/medias/60zhas178n,,,,,content,video,deck,comparison|differentiation|gladly|sidekick-voice|support|video|voice,content,published,,0,0,2025-12-28T09:00:03.914Z
"Sidekick Voice:  Demo, Pitch, Value",sidekick-voice-demo-pitch-value,"This folder, titled ""EH: 4/10/25 SK for Voice Demo Pitch Value"", contains the full enablement materials for the product's new Sidekick Voice feature, including the presentation deck, detailed meeti...",https://drive.google.com/file/d/1djv7z0ixiKuXbR48Hihpg01uDUY9GY79/view?usp=drive_link,https://drive.google.com/file/d/1djv7z0ixiKuXbR48Hihpg01uDUY9GY79/view?usp=drive_link,https://docs.google.com/presentation/d/1IENpzQDL_0js-jhtgeSRJcQig5fwzEPBNNgxuZy4uy0/edit?usp=drive_link,https://drive.google.com/drive/folders/1P1Z25foeBQxtPVwlhWDbpw-euL-esQT9?usp=drive_link,,content,live-replay,deck,csm|customer-success|gladly|impl|implementation|playbook|product|solutions-consultant|technical|voice,content,published,,0,0,2025-12-28T08:08:11.988Z
Sierra Battlecard,sierra-battlecard,Sierra Battlecard positioning Gladly Sidekick against Sierra autonomous agent platform.,https://drive.google.com/file/d/10ojRCBWs5FFjHEUm9Hxg597kdGAGHgLy/view,,,,,content,pdf,battlecard,autonomous|enterprise|executive|gladly|sidekick|sierra,content,published,,0,0,2025-12-28T09:00:03.135Z
SimpleSat Partnership Enablement,simplesat-partnership-enablement,"Partnership 8/13/15: SimpleSat folder, which contains four files including a training plan, presentation, and meeting notes.",https://drive.google.com/file/d/1NHHVY_G6RJlY7mcZwB06ZM3knpZXp57r/view?usp=drive_link,https://drive.google.com/file/d/1NHHVY_G6RJlY7mcZwB06ZM3knpZXp57r/view?usp=drive_link,https://docs.google.com/presentation/d/1URp5rSKYxIoFn9XrjENO9rRpcQzPB4d9/edit?usp=drive_link&ouid=101563278745976180185&rtpof=true&sd=true,https://drive.google.com/drive/folders/1nzLYQOMUioW4tN6N9qb2KuCxKyjxp6G0,,enablement,live-replay,partner-training,csm|customer-success|partner|sales,enablement,published,,0,0,2025-12-28T08:08:11.988Z
SK for email + App Platform,sk-for-email-app-platform,"EH 6/18/25: SK for Email + App Platform, contains the notes and presentation slides from a June 18, 2025, enablement session for the sales and go-to-market teams.",https://drive.google.com/file/d/1N9ksdUwOnDseSWV-naUIxs08SIFURvYg/view?usp=sharing,https://drive.google.com/file/d/1N9ksdUwOnDseSWV-naUIxs08SIFURvYg/view?usp=sharing,https://docs.google.com/presentation/d/1FUfKSclUPZYBry9UzsrymzadxiNpF9kglqqGBg6G9NE/edit?usp=drive_link,https://drive.google.com/drive/folders/1u8rrVzUyw3uhc7Ih5U8wodF_HI7mDXu8?usp=drive_link,,content,live-replay,deck,sales|value-realization,content,published,,0,0,2025-12-28T08:08:11.988Z
SMB Sales Process Traning,smb-sales-process-traning,"This folder is a training and reference resource for the Small-to-Medium Business (SMB) team on their new, simplified sales process.",https://drive.google.com/drive/folders/1OfgqX2HaLKpcgZAI-912TToKg1HrvmkY,https://drive.google.com/drive/folders/1OfgqX2HaLKpcgZAI-912TToKg1HrvmkY,,,,enablement,live-replay,gtm-training,gtm-strategy|sales,enablement,published,,0,0,2025-12-28T08:08:11.988Z
Social Comments Messaging Brief,social-comments-messaging-brief,Messaging brief for Gladly Social Comments feature bringing Instagram into platform.,https://docs.google.com/document/d/1BcXnWp8z9HDPahEzcAK7UDg6ODTLXHME-TCK_uA_KtQ/edit,,,,,content,document,messaging,channels|feature|instagram|social-comments,content,published,,0,0,2025-12-28T09:00:03.718Z
Social Comments Video,social-comments-video,Video for agents on managing social media comments through unified interface.,https://gladly.wistia.com/medias/4xt2udvwas,,,,,content,video,guide,agents|channels|social-comments|social-media|tutorial|video,content,published,,0,0,2025-12-28T09:00:03.914Z
"Social Comments, Product Enhancement Requests, + Competitive Partner Support",social-comments-product-enhancement-requests-competitive-partner-support,"This folder contains the presentation and notes from an Enablement Hour session held on November 13, 2025, which details three key business updates.",https://drive.google.com/file/d/1wEsHQlMW3b0sClpahv2Wv0YomqCjFk7r/view?usp=drive_link,https://drive.google.com/file/d/1wEsHQlMW3b0sClpahv2Wv0YomqCjFk7r/view?usp=drive_link,https://docs.google.com/presentation/d/1hvLu8XdxbCTzraq9wmOyLD7dPuEFyBgP70RW1gG5Qwk/edit?usp=drive_link,https://drive.google.com/drive/folders/1OlOt1WdDLyFpOfX_eBkYLbGpOWkexTq0,,content,live-replay,deck,sales,content,published,,0,0,2025-12-28T08:08:11.988Z
SOW Readout Deck Template,sow-readout-deck-template,Statement of Work Readout Deck template for customer implementation project plans.,https://docs.google.com/presentation/d/12YzsXee5kkEtBO9vTFsI2SEfJrkjhd2zpVgqtNEwDT8/edit,,,,,content,slides,template,gladly|impl|implementation|kickoff|project-plan|sidekick|sow,content,published,,0,0,2025-12-28T09:00:03.135Z
Sprinklr Battlecard 2024,sprinklr-battlecard-2024,Sprinklr Battlecard with strategies and talking points for competing against Sprinklr.,https://docs.google.com/document/d/1LTHFTItCxQHYg894EE0s0ewtL0w1uYihCImJjMdW3Pg/edit,,,,,content,document,battlecard,ccaas|enterprise|social|sprinklr,content,published,,0,0,2025-12-28T09:00:03.135Z
Sprint Planning Boards,sprint-planning-boards,Asana boards for sprint planning and project management.,https://app.asana.com/0/portfolio/1209972750071019/1209982290683926,,,,,coe,document,dashboard,asana|planning|project-management|sprint,coe,published,,0,0,2025-12-28T09:00:03.718Z
Standalone Demo Script,standalone-demo-script,Gladly Platform Demo Guide and Script with two comprehensive scenarios.,https://docs.google.com/document/d/12vNcMToBUXSbvCUwiL4gnr-b5Z6x4-pUFUJ5IOxrORg/edit,,,,,content,document,messaging,customer-ai|demo|gladly|sc|script|sidekick-standalone,content,published,,0,0,2025-12-28T09:00:03.718Z
Stats for Customer AI,stats-customer-ai,Gladly 2.0 Positioning and Narrative Doc with stats and foundational messaging.,https://docs.google.com/document/d/11WASvMHVqCLqAzokS2y9YUGQdmbs5cTeqI_OrmyBApE/edit,,,,,content,document,messaging,customer-ai|gladly|narrative|positioning|sidekick|stats,content,published,,0,0,2025-12-28T09:00:03.718Z
Strategic Discovery Questions SC,strategic-discovery-questions-sc,Strategic guide with categorized discovery questions for Solutions Consultants.,https://docs.google.com/document/d/1ZFZplRWjxyZ7AUeTZz8Ky7NGsTT_JS8TeZz0_nbGFq8/edit,,,,,coe,document,dashboard,discovery|methodology|questions|sales|sales-process|sc,coe,published,,0,0,2025-12-28T09:00:03.914Z
Technical Buyer (CIO/CTO),technical-buyer-ciocto,"The folder contains materials from the ""EH 10/16/25: Technical Buyer Enablement"" session, which addresses the urgent need for the sales team to proactively engage with CIO and CTO personas at key a...",https://drive.google.com/file/d/1ZXszCroPsKZr84Nt560OikWmgpzjM1xU/view?usp=drive_link,https://drive.google.com/file/d/1ZXszCroPsKZr84Nt560OikWmgpzjM1xU/view?usp=drive_link,https://docs.google.com/presentation/d/1NXc2GmnFDOmtePM-c9G0GrSlY5Fb0VXZHWZKrOF0MuY/edit?usp=drive_link,https://drive.google.com/drive/folders/1nbfFUgTi095VsfX3AmmzmuaSYzQocC_6,,enablement,live-replay,gtm-training,sales,enablement,published,,0,0,2025-12-28T08:08:11.988Z
Ticket Submission,ticket-submission-form,Asana form for submitting RevOps tickets and operational requests.,https://form.asana.com/?k=vEFTHN5vMhk-uFvmAXLNmw&d=238013372418030,,,,,coe,document,dashboard,asana|operations|process|ps|revops|tickets,coe,published,,0,0,2025-12-28T09:00:03.135Z
Travel Hospitality FAQs,travel-hospitality-faqs,FAQ guide for Travel Hospitality and Online Marketplaces verticals.,https://docs.google.com/document/d/1Cdd_ivXFOs2k1pipyeUUgSLTdUr3CSfzxq-qGErmkBs/edit,,,,,content,document,guide,faq|hospitality|travel|vertical,content,published,,0,0,2025-12-28T09:00:03.718Z
Travel Hospitality Sequence Messaging,travel-hospitality-sequence-messaging,Travel Hospitality Sequence messaging guide with email and social templates.,https://docs.google.com/document/d/18nBbbcnX7IV4a6qHtgaqgo-2SVWB_RS_-KCPb3dmP_c/edit,,,,,content,document,messaging,hospitality|outreach|sequence|travel,content,published,,0,0,2025-12-28T09:00:03.718Z
Travel Hospitality Vertical Analysis,travel-hospitality-vertical-analysis,Travel and Hospitality Vertical Analysis with trends segments and pain points.,https://docs.google.com/document/d/1GhbYoFlbHIXS-tVdMy1_ngotx5gzxCEPl-ySJN3lA3E/edit,,,,,content,document,guide,analysis|hospitality|research|travel|vertical,content,published,,0,0,2025-12-28T09:00:03.718Z
Travel Hospitality Vertical One Pager,travel-hospitality-one-pager,Datasheet for Gladly AI-powered customer-centric service in travel and hospitality.,https://drive.google.com/file/d/1Mu1MGPsSrE8ShpCKaCNS6ISQrTox3dfi/view,,,,,content,pdf,one-pager,guest-experience|hospitality|travel|vertical,content,published,,0,0,2025-12-28T09:00:03.718Z
Unwrapped AI Partnership Enablement,unwrapped-ai-partnership-enablement,"This video is a recording of a ""Monthly Partnership Enablement"" session where Nathan Smith of Gladly introduces Ben and Ryan from Unwrap.ai, a new data analytics partner.",https://drive.google.com/file/d/1DHUypayeAeLeiXSsOIcNwvd-jFm4aQy4/view,https://drive.google.com/file/d/1DHUypayeAeLeiXSsOIcNwvd-jFm4aQy4/view,,,,enablement,live-replay,partner-training,csm|customer-success|partner,enablement,published,,0,0,2025-12-28T08:08:11.988Z
User Story Training,user-story-training,"This document, ""User Stories Overview,"" is a presentation that defines user stories as short, simple descriptions of a feature from the user's perspective, explaining their purpose is to focus on v...",https://docs.google.com/presentation/d/1fBesrTk4MD-qAhYUrRxBdwvni8hmhmGIm03hLRhUuaw/,,,,,enablement,tool,gtm-training,csm|customer-success|sales,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Voice Competitive Landscape,voice-competitive-landscape,Voice AI Competitive Landscape spreadsheet categorizing Platform and AI Point Solution providers.,https://docs.google.com/spreadsheets/d/10JXfIooSo3nLNuU8p468f91uUbXqxGFh9tsONsv-ebQ/edit,,,,,content,spreadsheet,competitive,ai-voice|gladly|landscape|research|sc|sidekick-voice|voice,content,published,,0,0,2025-12-28T09:00:03.135Z
Voice Implementation Deck,voice-implementation-deck,Sidekick Voice Implementation Kickoff presentation template for customer projects.,https://docs.google.com/presentation/d/1VT38dCAXkZU1YOSZvsH-NVManTbWVDOEINKtkcyaClc/edit,,,,,content,slides,template,customer-facing|gladly|impl|implementation|kickoff|sidekick-voice|voice,content,published,,0,0,2025-12-28T09:00:03.135Z
Voice Readiness Checklist,voice-readiness-checklist,Strategy features and technical implementation process for Sidekick Voice expansion.,https://docs.google.com/document/d/1vrzb4BL99Bdvv2T4B2v-A0APx7AC7JC4IAC0i0MlR3k/edit,,,,,content,document,guide,checklist|expansion|gladly|impl|implementation|readiness|sidekick-voice|voice,content,published,,0,0,2025-12-28T09:00:03.718Z
Voice Testing Checklist,voice-testing-checklist,Sidekick on Voice testing checklist template for Voice AI IVR implementation validation.,https://docs.google.com/document/d/17EX3ZoyMaNVcajoverDs3BfH4wdBo4SD9Hw9yBOOB8A/edit,,,,,content,document,guide,gladly|impl|implementation|ivr|sidekick-voice|testing|validation|voice,content,published,,0,0,2025-12-28T09:00:03.718Z
White Glove Implementation Service + Buyout Program Play,white-glove-implementation-service-buyout-program-play,"This play tackles friction in implementation, especially for Stage 3+ enterprise deals.",https://docs.google.com/document/d/1CzOkCAs3cHxzDmLZwCVQSeKlVjuo7uftY5Yso-05DWk/edit?tab=t.2f7vl8kjvusu#heading=h.5cav0eubzkz7,,,,,enablement,document,gtm-training,gladly|gladly-sidekick|impl|implementation,enablement,published,,0,0,2025-12-28T08:20:23.496Z
White Glove Implementation Service Template,white-glove-implementation-template,Sales template for premium White Glove Implementation Service offering.,https://docs.google.com/presentation/d/1jz0QT608uwqKy4-Q_EHKmCK4LBhGU6-E5O_g91f-nHY/edit,,,,,content,slides,template,impl|implementation|objection-handling|premium|services|white-glove,content,published,,0,0,2025-12-28T09:00:03.135Z
WIRED article,wired-article,WIRED magazine article featuring Gladly's AI-powered customer experience.,https://www.wired.com/sponsored/story/gladly/,,,,,content,article,press,brand|customer-ai|enterprise|innovation|press,content,published,,0,0,2025-12-28T09:00:03.135Z
Zendesk Battlecard,zendesk-battlecard,Competitive battle card positioning Gladly against Zendesk mature CX platform.,https://drive.google.com/file/d/1wytz1MQTAFPBNJZ-za-nhpP083UudHye/view,,,,,content,pdf,battlecard,cx-platform|gladly|helpdesk|sidekick|zendesk,content,published,,0,0,2025-12-28T09:00:03.135Z
Zendesk Competitive Snapshot,zendesk-competitive-snapshot,Competitive analysis of Sidekick for Zendesk against Intercom Fin for Zendesk and Zendesk native AI.,https://docs.google.com/document/d/1JqejOWDJcdhUYJC62LwZsHJZvjI8BpukCW14-VRGv9k/edit,,,,,content,document,competitive,analysis|gladly|intercom|sidekick-standalone|zendesk,content,published,,0,0,2025-12-28T09:00:03.135Z
Zendesk Demo Mockup,zendesk-demo-mockup,Demo mockup showing Sidekick integration with Zendesk environment.,https://www.figma.com/proto/JVHhluYSGETGxAxvq4TqOz/Sidekick-Standalone,,,,,content,tool,deck,demo|figma|gladly|prototype|sidekick-standalone|zendesk,content,published,,0,0,2025-12-28T09:00:03.914Z
Zendesk Sidekick Battle Card (External),zendesk-sidekick-battlecard,Competitor battlecard comparing Zendesk AI vs Gladly Sidekick for external sharing.,https://drive.google.com/file/d/1HSkV0bx4q4KltfvBiqCAmcsIEJm7OrhR/view,,,,,content,pdf,battlecard,ai-agents|gladly|helpdesk|sidekick|zendesk,content,published,,0,0,2025-12-28T09:00:03.135Z
Zendesk Voice Battle Card,zendesk-voice-battlecard,Competitive intelligence for Zendesk Voice including monthly competitor newsletter and battlecards.,https://docs.google.com/document/d/1HslXCHVT2-X4Rvl0eRTlZ0o3ZVbyVfIscjwzwQeQ40o/edit,,,,,content,document,battlecard,ccaas|gladly|sidekick-voice|voice|zendesk,content,published,,0,0,2025-12-28T09:00:03.135Z
Zendesk vs Gladly CI Analysis 2025,zendesk-gladly-ci-analysis-2025,Competitive Intelligence Analysis comparing Zendesk and Gladly platforms features pricing and positioning.,https://docs.google.com/document/d/1ISCpT49SKsxg9OVhFepvKvF4M-IApszxnKC09GAqNh4/edit,,,,,content,document,competitive,analysis|features|positioning|pricing|zendesk,content,published,,0,0,2025-12-28T09:00:03.135Z
